time,coord,meanF,stdF
6.00001,8400.0,-0.8674575976028202,0.1291908010988943
16.00001,8450.0,-0.71196988664842,0.13746156352901526
26.000009999999996,8500.0,-0.55890279875886,0.1299497502700552
36.000009999999996,8550.0,-0.38924712410305995,0.1357077242225511
46.000009999999996,8600.0,-0.26835323512118003,0.12746542209408268
56.00001,8650.0,-0.07868976595517999,0.13034351101442423
66.00000999999999,8700.0,0.02749719956521999,0.13737156182112542
76.00001,8750.0,0.15228733139385994,0.13380965528230263
86.00001000000002,8800.0,0.30241045458443994,0.1420698004887496
96.00001000000002,8850.0,0.37045909206655986,0.1441428805342741
106.00000999999999,8900.0,0.416273040521,0.15164566879155136
116.00000999999999,8950.0,0.4559509578888799,0.16439195654114352
126.00000999999999,9000.0,0.3604500508877799,0.1756271725635045
136.00001,9050.0,0.32667724175674007,0.15821800639732111
146.00000999999997,9100.0,0.3340872284232001,0.14499759480506536
156.00000999999997,9150.0,0.34539029087518,0.15669858820763047
166.00000999999997,9200.0,0.33637902661679997,0.16056592574847553
176.00000999999997,9250.0,0.26782792257094,0.14474024052793663
186.00001,9300.0,0.32001536429582,0.1539662066911643
196.00001,9350.0,0.3561433166567401,0.15433015989530868
206.00001,9400.0,0.34623137850878005,0.14673131762045483
216.00001,9450.0,0.41578795162174,0.15045536027233686
226.00000999999997,9500.0,0.35215653496074006,0.17040326649938178
236.00001,9550.0,0.40555136871495995,0.17137134618460909
246.00000999999997,9600.0,0.39866280620582006,0.1630553294238311
256.00001,9650.0,0.3461635118236199,0.15155317024414067
266.00001,9700.0,0.39483965936107984,0.16411066941689317
276.00001,9750.0,0.3544783578178601,0.16606708359851055
286.00001000000003,9800.0,0.3140468611266001,0.17096379340515297
296.00001000000003,9850.0,0.31201736908991984,0.15117592051290527
306.00001000000003,9900.0,0.29343840007666,0.16592432524278503
316.00001000000003,9950.0,0.37201902270605997,0.13594618698362873
326.00001000000015,10000.0,0.37995987817636007,0.15376055244254316
336.00001000000003,10050.0,0.36837245025284004,0.16543227894284587
346.00001,10100.0,-0.024270002465240016,0.24372257774041103
356.00001,10150.0,0.009165565808960005,0.14646135854318018
366.00001,10200.0,0.09672577044971999,0.17491201329634834
376.00001,10250.0,0.2592367312837,0.15571388007354098
386.00001,10300.0,0.3801561655386599,0.14045820708088186
396.00001,10350.0,0.5265690126225001,0.16059342877449667
406.00001000000003,10400.0,0.7199014893969401,0.1365256991564963
416.00001,10450.0,0.8493535544087399,0.14304687819890602
426.00001,10500.0,0.98479036159464,0.13785628013214085
436.00001000000003,10550.0,1.1255142750219598,0.12708411244963824
446.00001,10600.0,1.2458044429355404,0.125115457876479
456.00001,10650.0,1.4717975035876398,0.15090212511733306
466.00001,10700.0,1.63758838981614,0.13869589190588044
476.00001,10750.0,1.7719478173727405,0.13127561946269095
486.00001000000003,10800.0,1.94491966628172,0.1286442745840735
496.00001000000003,10850.0,2.1253523046544,0.13594955277491494
506.00001,10900.0,2.2511592920723196,0.15146012429794825
516.0000100000001,10950.0,2.4350601326900403,0.16222868593196946
526.0000100000001,11000.0,2.5589167932455994,0.18677329673777376
