mol,natoms,nwater,ngas,coord
Diethyl_ether,238,1803,3000,10500
Diethyl_ether,257,1808,3000,10550
Diethyl_ether,253,1824,3000,10600
Diethyl_ether,226,1867,3000,10650
Diethyl_ether,198,1927,3000,10700
Diethyl_ether,209,1926,3000,10750
Diethyl_ether,238,1917,3000,10800
