time,coord,meanF,stdF
6.00001,8400.0,-1.3177352458874203,0.15372964713821444
16.00001,8450.0,-1.1521345833134202,0.13979202653328815
26.000009999999996,8500.0,-1.0131884394449602,0.14628280159874357
36.000009999999996,8550.0,-0.82211757636212,0.14955172964198418
46.000009999999996,8600.0,-0.7523789531402401,0.1629095341446396
56.00001,8650.0,-0.5633833161935801,0.13797486154830851
66.00000999999999,8700.0,-0.4422328903200399,0.1404316550406554
76.00001,8750.0,-0.3044218879137401,0.1407692829959211
86.00001000000002,8800.0,-0.1100134749981,0.13686660772089712
96.00001000000002,8850.0,-0.023948327635599998,0.15196231092189189
106.00000999999999,8900.0,0.09955121840162003,0.14104103139902588
116.00000999999999,8950.0,0.20387699034516002,0.1441403793641568
126.00000999999999,9000.0,0.30163261660296,0.14985291554230828
136.00001,9050.0,0.36416881401544,0.14226345216523645
146.00000999999997,9100.0,0.4267232975997401,0.14967575664025307
156.00000999999997,9150.0,0.4368924839392799,0.14871977475128378
166.00000999999997,9200.0,0.33956108403889995,0.18134501375139203
176.00000999999997,9250.0,0.34983962093311993,0.15262702889590596
186.00001,9300.0,0.37154315479132005,0.15416928288794224
196.00001,9350.0,0.37806681954043997,0.15722979976462506
206.00001,9400.0,0.35315087600774,0.15199805207998024
216.00001,9450.0,0.32496291899024,0.15981357839118232
226.00000999999997,9500.0,0.3471719959696599,0.15797158128579222
236.00001,9550.0,0.40030584955158005,0.14111798015676633
246.00000999999997,9600.0,0.41626867670782,0.16683505550275937
256.00001,9650.0,0.4420625656613001,0.1562998120829656
266.00001,9700.0,0.45943456401635996,0.17114872656137559
276.00001,9750.0,0.35697862465125996,0.16973008484459987
286.00001000000003,9800.0,0.40964105753975993,0.1518246763025212
296.00001000000003,9850.0,0.38721984013933997,0.15611273547809076
306.00001000000003,9900.0,0.39907701479618,0.1564101162495603
316.00001000000003,9950.0,0.37779485211875996,0.17816718332867024
326.00001000000015,10000.0,0.29377466777806,0.14474221753282276
336.00001000000003,10050.0,0.3490052537797199,0.15391411673231872
346.00001,10100.0,0.38778981817627994,0.14855967016425808
356.00001,10150.0,0.40687011369602005,0.15959261152160892
366.00001,10200.0,0.39777821954589987,0.14915817688479477
376.00001,10250.0,-0.19252930868898,0.1433089440219045
386.00001,10300.0,-0.09578150949202002,0.12734612429311948
396.00001,10350.0,0.06227746582104002,0.13594151149504563
406.00001000000003,10400.0,0.18743080768666,0.12999975170669262
416.00001,10450.0,0.31703627496492004,0.13078406856620517
426.00001,10500.0,0.44598883551202,0.12491934809837182
436.00001000000003,10550.0,0.59756980984318,0.12826971732581777
446.00001,10600.0,0.7171461168381601,0.12781899638411523
456.00001,10650.0,0.94144518586958,0.13667992111370916
466.00001,10700.0,1.0896505501648803,0.13470784315331305
476.00001,10750.0,1.2381952337061601,0.12510779094108446
486.00001000000003,10800.0,1.42773026071056,0.12681981801500847
496.00001000000003,10850.0,1.6207737757493605,0.15222139923018024
506.00001,10900.0,1.8187820196334403,0.1236153861723986
516.0000100000001,10950.0,2.0019362863562193,0.14238765757670244
526.0000100000001,11000.0,2.0668505306154397,0.15134480754543558
