mol,natoms,nwater,ngas,coord
Nitrogen,0,2009,10,10500
Nitrogen,0,1987,10,10550
Nitrogen,0,2011,10,10600
Nitrogen,0,2055,10,10650
Nitrogen,0,2078,10,10700
Nitrogen,0,2104,10,10750
Nitrogen,0,2097,10,10800
Nitrogen,0,2121,10,10850
Nitrogen,0,2165,10,10900
Nitrogen,0,2170,10,10950
Nitrogen,1,2232,10,11000
