time,coord,meanF,stdF
46.000009999999996,8400.0,-1.12371592435372,0.12800454146070292
56.00001,8450.0,-0.98659755785806,0.12671285689860945
66.00000999999999,8500.0,-0.8228192086922601,0.13284165744806584
76.00001,8550.0,-0.6798942827999402,0.12717232831375533
86.00001000000002,8600.0,-0.5097610205426399,0.13232551708676615
96.00001000000002,8650.0,-0.31317970122098,0.13516824138957206
106.00000999999999,8700.0,-0.24305682963484004,0.1458078554575301
116.00000999999999,8750.0,-0.13382625524956002,0.1284369283562293
126.00000999999999,8800.0,0.004294997564639991,0.13888715038322813
136.00001,8850.0,0.12869696435095995,0.14324002689531154
146.00000999999997,8900.0,0.21339711545940004,0.14382639452953255
156.00000999999997,8950.0,0.3001746470238801,0.14534085555275017
166.00000999999997,9000.0,0.3378637757042399,0.154318243862344
176.00000999999997,9050.0,0.35229287805675996,0.16389320660996035
186.00001,9100.0,0.3091051097582201,0.17358337199717
196.00001,9150.0,0.3610267371711802,0.1625389241941969
206.00001,9200.0,0.26202622099076006,0.1604464629835281
216.00001,9250.0,0.2707242206699601,0.15796772799787995
226.00000999999997,9300.0,0.26036273604928006,0.16248267306420172
236.00001,9350.0,0.17392029147715998,0.151392130455795
246.00000999999997,9400.0,0.27964814181298,0.158319596436936
256.00001,9450.0,0.30903586100452,0.15009375425103577
266.00001,9500.0,0.27225459873599994,0.1475421371490864
276.00001,9550.0,0.3104654277068001,0.1636857337431887
286.00001000000003,9600.0,0.34213399252229987,0.15801874450759903
296.00001000000003,9650.0,0.31090912766589995,0.15524814229204076
306.00001000000003,9700.0,0.30515938223154004,0.15366918113271927
316.00001000000003,9750.0,0.29547301390043995,0.15076910166635196
326.00001000000015,9800.0,0.2924697583217601,0.15817906877321086
336.00001000000003,9850.0,0.2620549701395,0.15432401762720363
346.00001,9900.0,0.24208658860615995,0.15413961286184946
356.00001,9950.0,0.25154991368184004,0.15353332771537886
366.00001,10000.0,0.19694386741518,0.15847558126762123
376.00001,10050.0,0.25843006165728005,0.14861965231810534
386.00001,10100.0,0.28060249219814,0.15733202020100365
396.00001,10150.0,0.30457969228056003,0.14365018915996944
406.00001000000003,10200.0,0.31788106434835994,0.1376180959010016
416.00001,10250.0,0.36141331203585997,0.1377397776320648
426.00001,10300.0,-0.22764359969232006,0.13884731467571218
436.00001000000003,10350.0,-0.12999153405962,0.12777503716056438
446.00001,10400.0,0.03335756594244002,0.1427105157870712
456.00001,10450.0,0.18719510147173996,0.12736892512802825
466.00001,10500.0,0.31627955835867994,0.13862375894986828
476.00001,10550.0,0.51704103417418,0.13209894241113193
486.00001000000003,10600.0,0.64799403385322,0.1404939386963197
496.00001000000003,10650.0,0.8104864773131799,0.13345919285609284
506.00001,10700.0,0.9971607810432199,0.14013059108641682
516.0000100000001,10750.0,1.0950729239711199,0.13459801975077115
526.0000100000001,10800.0,1.28920956839046,0.1296830579608924
536.0000100000001,10850.0,1.4723028424334401,0.12751948674699387
546.00001,10900.0,1.64747237958118,0.13401247184383572
556.0000099999999,10950.0,1.7876759532748203,0.16291499626685157
566.0000099999999,11000.0,1.98578087359498,0.13370987744381096
