mol,natoms,nwater,ngas,coord
Diethyl_ether,2,1994,10,10500
Diethyl_ether,2,1996,10,10550
Diethyl_ether,1,2038,10,10600
Diethyl_ether,1,2071,10,10650
Diethyl_ether,0,2106,10,10750
Diethyl_ether,0,2112,10,10800
Diethyl_ether,1,2117,10,10850
Diethyl_ether,1,2178,10,10900
Diethyl_ether,0,2199,10,10950
Diethyl_ether,0,2226,10,11000
