mol,natoms,nwater,ngas,coord
Nitrogen,7,1961,500,10500
Nitrogen,3,1998,500,10550
Nitrogen,4,2029,500,10600
Nitrogen,11,2042,500,10650
Nitrogen,3,2089,500,10700
Nitrogen,5,2065,500,10750
Nitrogen,8,2109,500,10800
Nitrogen,6,2133,500,10850
Nitrogen,10,2156,500,10900
Nitrogen,11,2186,500,10950
Nitrogen,6,2223,500,11000
