mol,natoms,nwater,ngas,coord
SN2,2,2005,10,10500
SN2,1,2025,10,10550
SN2,0,2062,10,10600
SN2,0,2067,10,10650
SN2,1,2095,10,10700
SN2,1,2114,10,10750
SN2,0,2145,10,10800
SN2,1,2169,10,10850
SN2,1,2180,10,10900
SN2,1,2253,10,10950
SN2,1,2237,10,11000
