mol,natoms,nwater,ngas,coord
Diethyl_ether,334,1649,5000,10500
Diethyl_ether,292,1737,5000,10550
Diethyl_ether,345,1693,5000,10600
Diethyl_ether,321,1749,5000,10650
Diethyl_ether,283,1787,5000,10700
Diethyl_ether,298,1798,5000,10750
Diethyl_ether,293,1866,5000,10800
