mol,natoms,nwater,ngas,coord
Chloroform,0,1955,10,10500
Chloroform,0,2013,10,10550
Chloroform,0,2019,10,10600
Chloroform,0,2066,10,10650
Chloroform,0,2071,10,10700
Chloroform,0,2087,10,10750
Chloroform,0,2103,10,10800
