mol,natoms,nwater,ngas,coord
Chloroform,16,1960,100,10500
Chloroform,15,1992,100,10550
Chloroform,13,2013,100,10600
Chloroform,17,1989,100,10650
Chloroform,12,2051,100,10700
Chloroform,19,2102,100,10750
Chloroform,12,2131,100,10800
Chloroform,11,2137,100,10850
Chloroform,17,2155,100,10900
Chloroform,15,2182,100,10950
Chloroform,11,2195,100,11000
