time,coord,meanF,stdF
6.00001,8200.0,-1.5971736487428199,0.1323386394321565
16.00001,8250.0,-1.4932054739104803,0.137492670580271
26.000009999999996,8300.0,-1.3769707832809202,0.1352983675458912
36.000009999999996,8350.0,-1.2541300968038593,0.13161982691314
46.000009999999996,8400.0,-1.0848256308485,0.12681191508196685
56.00001,8450.0,-0.9466931335387598,0.13859268043795353
66.00000999999999,8500.0,-0.8506014733656799,0.13456107650756996
76.00001,8550.0,-0.65561309537784,0.1380539094089409
86.00001000000002,8600.0,-0.53934818232612,0.14116263741467833
96.00001000000002,8650.0,-0.36419722746784,0.14864515401301936
106.00000999999999,8700.0,-0.23942994527796002,0.14132029406709976
116.00000999999999,8750.0,-0.15756126870710005,0.14585593845302752
126.00000999999999,8800.0,-0.04362391600718,0.16274173007840764
136.00001,8850.0,0.02425300364696001,0.1563443623487433
146.00000999999997,8900.0,0.047625443554560005,0.1629036103430046
156.00000999999997,8950.0,0.13866492675331998,0.1651317581127129
166.00000999999997,9000.0,0.19808368364626,0.18018382609024694
176.00000999999997,9050.0,0.16615357055798002,0.15371811589868514
186.00001,9100.0,0.1733608608583,0.16059230927244408
196.00001,9150.0,0.15118290747569998,0.14830269180189212
206.00001,9200.0,0.13677626136488005,0.19137373555795012
216.00001,9250.0,0.16966543258371994,0.16951484703320577
226.00000999999997,9300.0,0.12941750268548,0.1457007955356179
236.00001,9350.0,0.17225877048854,0.14704031957779096
246.00000999999997,9400.0,0.14391928251466002,0.1432895451026974
256.00001,9450.0,0.19373006610292,0.16291290632322572
266.00001,9500.0,0.20102129958012,0.15433972219155714
276.00001,9550.0,0.21811257086475996,0.15964675301423675
286.00001000000003,9600.0,0.24947202884730002,0.17255323061095554
296.00001000000003,9650.0,0.22671764250176002,0.1499898928819099
306.00001000000003,9700.0,0.20409182918704,0.17026384237340414
316.00001000000003,9750.0,0.1013601877975,0.1481547022810687
326.00001000000015,9800.0,0.15228220094972006,0.16597251237507016
336.00001000000003,9850.0,0.1804007743627,0.15673475276466495
346.00001,9900.0,0.15820856583657994,0.15099825201722877
356.00001,9950.0,0.22218535828765998,0.15284797633220115
366.00001,10000.0,0.21644872139558002,0.1510375064733924
376.00001,10050.0,0.29993451460306003,0.15248657587138958
386.00001,10100.0,-0.22277990601782002,0.13308033496035757
396.00001,10150.0,-0.08906826160400005,0.14209479384194224
406.00001000000003,10200.0,0.05821422913964,0.13445686283441166
416.00001,10250.0,0.247561461197,0.1412035424940754
426.00001,10300.0,0.3447253633234401,0.12559083471489302
436.00001000000003,10350.0,0.54169521988616,0.13061475503933906
446.00001,10400.0,0.6887437541514798,0.126362278910171
456.00001,10450.0,0.8801940257127601,0.13043704601528427
466.00001,10500.0,0.9744835472686201,0.12191219993006736
476.00001,10550.0,1.14734089756286,0.1276590195628182
486.00001000000003,10600.0,1.3481204265337603,0.11190543602953791
496.00001000000003,10650.0,1.50501849111694,0.13073931942097766
506.00001,10700.0,1.66988423258692,0.1338983104558392
516.0000100000001,10750.0,1.8508721075111598,0.12071344720769131
526.0000100000001,10800.0,2.0274341237014006,0.12432746286793236
