mol,natoms,nwater,ngas,coord
SX1,190,1786,1000,10500
SX1,181,1861,1000,10550
SX1,196,1850,1000,10600
SX1,172,1868,1000,10650
SX1,184,1931,1000,10700
SX1,187,1915,1000,10750
SX1,177,1963,1000,10800
SX1,167,1990,1000,10850
SX1,197,1951,1000,10900
SX1,179,2032,1000,10950
SX1,163,2056,1000,11000
