mol,natoms,nwater,ngas,coord
Diethyl_ether,8,1930,100,10500
Diethyl_ether,7,1976,100,10550
Diethyl_ether,4,1983,100,10600
Diethyl_ether,4,2002,100,10650
Diethyl_ether,8,2016,100,10700
Diethyl_ether,7,2070,100,10750
Diethyl_ether,11,2054,100,10800
Diethyl_ether,11,2104,100,10850
Diethyl_ether,11,2129,100,10900
Diethyl_ether,11,2160,100,10950
Diethyl_ether,8,2156,100,11000
