mol,natoms,nwater,ngas,coord
Xenon,70,1905,1000,10500
Xenon,77,1917,1000,10550
Xenon,73,1960,1000,10600
Xenon,68,1986,1000,10650
Xenon,72,1993,1000,10700
Xenon,75,2046,1000,10750
Xenon,77,2081,1000,10800
