mol,natoms,nwater,ngas,coord
Xenon,0,2002,10,10500
Xenon,0,1998,10,10550
Xenon,0,2012,10,10600
Xenon,0,2048,10,10650
Xenon,1,2081,10,10700
Xenon,0,2075,10,10750
Xenon,1,2133,10,10800
Xenon,0,2145,10,10850
Xenon,0,2179,10,10900
Xenon,0,2182,10,10950
Xenon,0,2194,10,11000
