mol,natoms,nwater,ngas,coord
SN2,6,2017,100,10500
SN2,6,2009,100,10550
SN2,5,2042,100,10600
SN2,5,2030,100,10650
SN2,4,2089,100,10700
SN2,6,2117,100,10750
SN2,7,2114,100,10800
SN2,6,2139,100,10850
SN2,6,2198,100,10900
SN2,6,2211,100,10950
SN2,4,2204,100,11000
