mol,natoms,nwater,ngas,coord
Xenon,9,1959,200,10500
Xenon,10,1998,200,10550
Xenon,14,2042,200,10600
Xenon,11,2048,200,10650
Xenon,15,2040,200,10700
Xenon,15,2073,200,10750
Xenon,8,2128,200,10800
Xenon,19,2108,200,10850
Xenon,12,2163,200,10900
Xenon,14,2206,200,10950
Xenon,12,2203,200,11000
